GRCODE,GRNAME,AccidentYear,DevelopmentYear,DevelopmentLag,IncurLoss_h1,CumPaidLoss_h1,BulkLoss_h1,EarnedPremDIR_h1,EarnedPremCeded_h1,EarnedPremNet_h1,Single,PostedReserve97_h1
39861,Golden Bear Ins Co,1997,1997,1,1051,46,892,3253,1528,1725,1,3273
39861,Golden Bear Ins Co,1997,1998,2,1100,224,820,3253,1528,1725,1,3273
39861,Golden Bear Ins Co,1997,1999,3,1076,291,750,3253,1528,1725,1,3273
39861,Golden Bear Ins Co,1997,2000,4,865,354,500,3253,1528,1725,1,3273
39861,Golden Bear Ins Co,1997,2001,5,615,357,250,3253,1528,1725,1,3273
39861,Golden Bear Ins Co,1997,2002,6,574,369,150,3253,1528,1725,1,3273
39861,Golden Bear Ins Co,1997,2003,7,586,388,150,3253,1528,1725,1,3273
39861,Golden Bear Ins Co,1997,2004,8,635,421,150,3253,1528,1725,1,3273
39861,Golden Bear Ins Co,1997,2005,9,689,516,150,3253,1528,1725,1,3273
39861,Golden Bear Ins Co,1997,2006,10,685,529,125,3253,1528,1725,1,3273
40223,Baltica-Skandinavia Rein Co Of Amer,1988,1988,1,1368,27,1339,81,2,79,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1988,1989,2,83,26,61,81,2,79,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1988,1990,3,73,-2,78,81,2,79,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1988,1991,4,-2,-2,0,81,2,79,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1988,1992,5,0,0,0,81,2,79,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1988,1993,6,0,0,0,81,2,79,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1988,1994,7,0,0,0,81,2,79,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1988,1995,8,0,0,0,81,2,79,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1988,1996,9,0,0,0,81,2,79,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1988,1997,10,0,0,0,81,2,79,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1989,1989,1,719,-76,1806,25,4,21,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1989,1990,2,111,-24,177,25,4,21,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1989,1991,3,20,0,20,25,4,21,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1989,1992,4,-22,-22,0,25,4,21,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1989,1993,5,-44,-44,0,25,4,21,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1989,1994,6,0,0,0,25,4,21,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1989,1995,7,0,0,0,25,4,21,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1989,1996,8,0,0,0,25,4,21,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1989,1997,9,0,0,0,25,4,21,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1989,1998,10,0,0,0,25,4,21,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1990,1990,1,1664,0,1665,-1,0,-1,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1990,1991,2,0,0,0,-1,0,-1,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1990,1992,3,0,1,0,-1,0,-1,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1990,1993,4,0,0,0,-1,0,-1,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1990,1994,5,0,0,0,-1,0,-1,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1990,1995,6,0,0,0,-1,0,-1,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1990,1996,7,0,0,0,-1,0,-1,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1990,1997,8,0,0,0,-1,0,-1,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1990,1998,9,0,0,0,-1,0,-1,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1990,1999,10,0,0,0,-1,0,-1,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1991,1991,1,20,0,20,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1991,1992,2,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1991,1993,3,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1991,1994,4,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1991,1995,5,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1991,1996,6,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1991,1997,7,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1991,1998,8,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1991,1999,9,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1991,2000,10,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1992,1992,1,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1992,1993,2,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1992,1994,3,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1992,1995,4,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1992,1996,5,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1992,1997,6,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1992,1998,7,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1992,1999,8,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1992,2000,9,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1992,2001,10,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1993,1993,1,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1993,1994,2,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1993,1995,3,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1993,1996,4,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1993,1997,5,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1993,1998,6,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1993,1999,7,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1993,2000,8,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1993,2001,9,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1993,2002,10,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1994,1994,1,5,0,2,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1994,1995,2,4,0,1,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1994,1996,3,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1994,1997,4,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1994,1998,5,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1994,1999,6,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1994,2000,7,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1994,2001,8,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1994,2002,9,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1994,2003,10,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1995,1995,1,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1995,1996,2,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1995,1997,3,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1995,1998,4,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1995,1999,5,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1995,2000,6,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1995,2001,7,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1995,2002,8,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1995,2003,9,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1995,2004,10,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1996,1996,1,0,0,0,73,0,73,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1996,1997,2,0,0,0,73,0,73,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1996,1998,3,0,0,0,73,0,73,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1996,1999,4,0,0,0,73,0,73,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1996,2000,5,0,0,0,73,0,73,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1996,2001,6,0,0,0,73,0,73,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1996,2002,7,0,0,0,73,0,73,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1996,2003,8,0,0,0,73,0,73,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1996,2004,9,0,0,0,73,0,73,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1996,2005,10,0,0,0,73,0,73,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1997,1997,1,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1997,1998,2,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1997,1999,3,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1997,2000,4,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1997,2001,5,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1997,2002,6,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1997,2003,7,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1997,2004,8,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1997,2005,9,0,0,0,0,0,0,1,6138
40223,Baltica-Skandinavia Rein Co Of Amer,1997,2006,10,0,0,0,0,0,0,1,6138
40568,Seguros Triples Inc,1988,1988,1,6,1,0,166,116,50,1,651
40568,Seguros Triples Inc,1988,1989,2,6,2,0,166,116,50,1,651
40568,Seguros Triples Inc,1988,1990,3,24,2,0,166,116,50,1,651
40568,Seguros Triples Inc,1988,1991,4,26,13,0,166,116,50,1,651
40568,Seguros Triples Inc,1988,1992,5,28,28,0,166,116,50,1,651
40568,Seguros Triples Inc,1988,1993,6,28,28,0,166,116,50,1,651
40568,Seguros Triples Inc,1988,1994,7,28,28,0,166,116,50,1,651
40568,Seguros Triples Inc,1988,1995,8,28,28,0,166,116,50,1,651
40568,Seguros Triples Inc,1988,1996,9,28,28,0,166,116,50,1,651
40568,Seguros Triples Inc,1988,1997,10,28,28,0,166,116,50,1,651
40568,Seguros Triples Inc,1989,1989,1,125,67,40,798,240,558,1,651
40568,Seguros Triples Inc,1989,1990,2,127,99,3,798,240,558,1,651
40568,Seguros Triples Inc,1989,1991,3,130,119,7,798,240,558,1,651
40568,Seguros Triples Inc,1989,1992,4,125,122,0,798,240,558,1,651
40568,Seguros Triples Inc,1989,1993,5,122,122,0,798,240,558,1,651
40568,Seguros Triples Inc,1989,1994,6,122,122,0,798,240,558,1,651
40568,Seguros Triples Inc,1989,1995,7,122,122,0,798,240,558,1,651
40568,Seguros Triples Inc,1989,1996,8,122,122,0,798,240,558,1,651
40568,Seguros Triples Inc,1989,1997,9,122,122,0,798,240,558,1,651
40568,Seguros Triples Inc,1989,1998,10,122,122,0,798,240,558,1,651
40568,Seguros Triples Inc,1990,1990,1,40,11,4,339,4,335,1,651
40568,Seguros Triples Inc,1990,1991,2,60,22,20,339,4,335,1,651
40568,Seguros Triples Inc,1990,1992,3,45,43,0,339,4,335,1,651
40568,Seguros Triples Inc,1990,1993,4,45,43,0,339,4,335,1,651
40568,Seguros Triples Inc,1990,1994,5,45,43,0,339,4,335,1,651
40568,Seguros Triples Inc,1990,1995,6,43,43,0,339,4,335,1,651
40568,Seguros Triples Inc,1990,1996,7,43,43,0,339,4,335,1,651
40568,Seguros Triples Inc,1990,1997,8,43,43,0,339,4,335,1,651
40568,Seguros Triples Inc,1990,1998,9,43,43,0,339,4,335,1,651
40568,Seguros Triples Inc,1990,1999,10,43,43,0,339,4,335,1,651
40568,Seguros Triples Inc,1991,1991,1,70,17,34,375,22,353,1,651
40568,Seguros Triples Inc,1991,1992,2,77,59,5,375,22,353,1,651
40568,Seguros Triples Inc,1991,1993,3,116,66,0,375,22,353,1,651
40568,Seguros Triples Inc,1991,1994,4,240,240,0,375,22,353,1,651
40568,Seguros Triples Inc,1991,1995,5,240,240,0,375,22,353,1,651
40568,Seguros Triples Inc,1991,1996,6,240,240,0,375,22,353,1,651
40568,Seguros Triples Inc,1991,1997,7,209,209,0,375,22,353,1,651
40568,Seguros Triples Inc,1991,1998,8,209,209,0,375,22,353,1,651
40568,Seguros Triples Inc,1991,1999,9,209,209,0,375,22,353,1,651
40568,Seguros Triples Inc,1991,2000,10,209,209,0,375,22,353,1,651
40568,Seguros Triples Inc,1992,1992,1,835,339,28,1166,68,1098,1,651
40568,Seguros Triples Inc,1992,1993,2,1237,978,50,1166,68,1098,1,651
40568,Seguros Triples Inc,1992,1994,3,1371,1269,6,1166,68,1098,1,651
40568,Seguros Triples Inc,1992,1995,4,1388,1348,0,1166,68,1098,1,651
40568,Seguros Triples Inc,1992,1996,5,1429,1427,0,1166,68,1098,1,651
40568,Seguros Triples Inc,1992,1997,6,1449,1427,0,1166,68,1098,1,651
40568,Seguros Triples Inc,1992,1998,7,1427,1427,0,1166,68,1098,1,651
40568,Seguros Triples Inc,1992,1999,8,1427,1427,0,1166,68,1098,1,651
40568,Seguros Triples Inc,1992,2000,9,1427,1427,0,1166,68,1098,1,651
40568,Seguros Triples Inc,1992,2001,10,1427,1427,0,1166,68,1098,1,651
40568,Seguros Triples Inc,1993,1993,1,372,46,230,990,92,898,1,651
40568,Seguros Triples Inc,1993,1994,2,315,134,17,990,92,898,1,651
40568,Seguros Triples Inc,1993,1995,3,508,189,9,990,92,898,1,651
40568,Seguros Triples Inc,1993,1996,4,488,455,0,990,92,898,1,651
40568,Seguros Triples Inc,1993,1997,5,527,520,0,990,92,898,1,651
40568,Seguros Triples Inc,1993,1998,6,584,578,0,990,92,898,1,651
40568,Seguros Triples Inc,1993,1999,7,578,578,0,990,92,898,1,651
40568,Seguros Triples Inc,1993,2000,8,587,587,0,990,92,898,1,651
40568,Seguros Triples Inc,1993,2001,9,588,588,0,990,92,898,1,651
40568,Seguros Triples Inc,1993,2002,10,588,588,0,990,92,898,1,651
40568,Seguros Triples Inc,1994,1994,1,413,41,215,1401,134,1267,1,651
40568,Seguros Triples Inc,1994,1995,2,371,132,106,1401,134,1267,1,651
40568,Seguros Triples Inc,1994,1996,3,341,230,42,1401,134,1267,1,651
40568,Seguros Triples Inc,1994,1997,4,338,284,25,1401,134,1267,1,651
40568,Seguros Triples Inc,1994,1998,5,360,301,0,1401,134,1267,1,651
40568,Seguros Triples Inc,1994,1999,6,492,370,0,1401,134,1267,1,651
40568,Seguros Triples Inc,1994,2000,7,479,444,0,1401,134,1267,1,651
40568,Seguros Triples Inc,1994,2001,8,454,444,0,1401,134,1267,1,651
40568,Seguros Triples Inc,1994,2002,9,459,449,0,1401,134,1267,1,651
40568,Seguros Triples Inc,1994,2003,10,459,449,0,1401,134,1267,1,651
40568,Seguros Triples Inc,1995,1995,1,430,87,200,1358,98,1260,1,651
40568,Seguros Triples Inc,1995,1996,2,395,219,109,1358,98,1260,1,651
40568,Seguros Triples Inc,1995,1997,3,384,284,25,1358,98,1260,1,651
40568,Seguros Triples Inc,1995,1998,4,369,347,0,1358,98,1260,1,651
40568,Seguros Triples Inc,1995,1999,5,372,357,0,1358,98,1260,1,651
40568,Seguros Triples Inc,1995,2000,6,367,367,0,1358,98,1260,1,651
40568,Seguros Triples Inc,1995,2001,7,368,368,0,1358,98,1260,1,651
40568,Seguros Triples Inc,1995,2002,8,368,368,0,1358,98,1260,1,651
40568,Seguros Triples Inc,1995,2003,9,368,368,0,1358,98,1260,1,651
40568,Seguros Triples Inc,1995,2004,10,368,368,0,1358,98,1260,1,651
40568,Seguros Triples Inc,1996,1996,1,219,28,130,1077,90,987,1,651
40568,Seguros Triples Inc,1996,1997,2,242,69,82,1077,90,987,1,651
40568,Seguros Triples Inc,1996,1998,3,225,99,52,1077,90,987,1,651
40568,Seguros Triples Inc,1996,1999,4,188,178,0,1077,90,987,1,651
40568,Seguros Triples Inc,1996,2000,5,188,178,0,1077,90,987,1,651
40568,Seguros Triples Inc,1996,2001,6,198,198,0,1077,90,987,1,651
40568,Seguros Triples Inc,1996,2002,7,199,199,0,1077,90,987,1,651
40568,Seguros Triples Inc,1996,2003,8,199,199,0,1077,90,987,1,651
40568,Seguros Triples Inc,1996,2004,9,199,199,0,1077,90,987,1,651
40568,Seguros Triples Inc,1996,2005,10,199,199,0,1077,90,987,1,651
40568,Seguros Triples Inc,1997,1997,1,305,30,200,1359,93,1266,1,651
40568,Seguros Triples Inc,1997,1998,2,339,91,150,1359,93,1266,1,651
40568,Seguros Triples Inc,1997,1999,3,286,108,69,1359,93,1266,1,651
40568,Seguros Triples Inc,1997,2000,4,236,199,0,1359,93,1266,1,651
40568,Seguros Triples Inc,1997,2001,5,227,202,0,1359,93,1266,1,651
40568,Seguros Triples Inc,1997,2002,6,207,192,0,1359,93,1266,1,651
40568,Seguros Triples Inc,1997,2003,7,194,194,0,1359,93,1266,1,651
40568,Seguros Triples Inc,1997,2004,8,194,194,0,1359,93,1266,1,651
40568,Seguros Triples Inc,1997,2005,9,194,194,0,1359,93,1266,1,651
40568,Seguros Triples Inc,1997,2006,10,194,194,0,1359,93,1266,1,651
40800,American Sterling Ins Co,1988,1988,1,88,0,0,135,0,135,1,0
40800,American Sterling Ins Co,1988,1989,2,47,0,0,135,0,135,1,0
40800,American Sterling Ins Co,1988,1990,3,0,0,0,135,0,135,1,0
40800,American Sterling Ins Co,1988,1991,4,0,0,0,135,0,135,1,0
40800,American Sterling Ins Co,1988,1992,5,0,0,0,135,0,135,1,0
40800,American Sterling Ins Co,1988,1993,6,0,0,0,135,0,135,1,0
40800,American Sterling Ins Co,1988,1994,7,0,0,0,135,0,135,1,0
40800,American Sterling Ins Co,1988,1995,8,0,0,0,135,0,135,1,0
40800,American Sterling Ins Co,1988,1996,9,0,0,0,135,0,135,1,0
40800,American Sterling Ins Co,1988,1997,10,0,0,0,135,0,135,1,0
40800,American Sterling Ins Co,1989,1989,1,65,0,0,19,0,19,1,0
40800,American Sterling Ins Co,1989,1990,2,0,0,0,19,0,19,1,0
40800,American Sterling Ins Co,1989,1991,3,0,0,0,19,0,19,1,0
40800,American Sterling Ins Co,1989,1992,4,0,0,0,19,0,19,1,0
40800,American Sterling Ins Co,1989,1993,5,0,0,0,19,0,19,1,0
40800,American Sterling Ins Co,1989,1994,6,0,0,0,19,0,19,1,0
40800,American Sterling Ins Co,1989,1995,7,0,0,0,19,0,19,1,0
40800,American Sterling Ins Co,1989,1996,8,0,0,0,19,0,19,1,0
40800,American Sterling Ins Co,1989,1997,9,0,0,0,19,0,19,1,0
40800,American Sterling Ins Co,1989,1998,10,0,0,0,19,0,19,1,0
40800,American Sterling Ins Co,1990,1990,1,0,0,0,40,0,40,1,0
40800,American Sterling Ins Co,1990,1991,2,0,0,0,40,0,40,1,0
40800,American Sterling Ins Co,1990,1992,3,0,0,0,40,0,40,1,0
40800,American Sterling Ins Co,1990,1993,4,0,0,0,40,0,40,1,0
40800,American Sterling Ins Co,1990,1994,5,0,0,0,40,0,40,1,0
40800,American Sterling Ins Co,1990,1995,6,0,0,0,40,0,40,1,0
40800,American Sterling Ins Co,1990,1996,7,0,0,0,40,0,40,1,0
40800,American Sterling Ins Co,1990,1997,8,0,0,0,40,0,40,1,0
40800,American Sterling Ins Co,1990,1998,9,0,0,0,40,0,40,1,0
40800,American Sterling Ins Co,1990,1999,10,0,0,0,40,0,40,1,0
40800,American Sterling Ins Co,1991,1991,1,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1991,1992,2,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1991,1993,3,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1991,1994,4,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1991,1995,5,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1991,1996,6,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1991,1997,7,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1991,1998,8,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1991,1999,9,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1991,2000,10,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1992,1992,1,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1992,1993,2,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1992,1994,3,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1992,1995,4,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1992,1996,5,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1992,1997,6,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1992,1998,7,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1992,1999,8,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1992,2000,9,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1992,2001,10,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1993,1993,1,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1993,1994,2,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1993,1995,3,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1993,1996,4,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1993,1997,5,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1993,1998,6,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1993,1999,7,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1993,2000,8,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1993,2001,9,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1993,2002,10,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1994,1994,1,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1994,1995,2,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1994,1996,3,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1994,1997,4,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1994,1998,5,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1994,1999,6,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1994,2000,7,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1994,2001,8,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1994,2002,9,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1994,2003,10,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1995,1995,1,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1995,1996,2,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1995,1997,3,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1995,1998,4,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1995,1999,5,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1995,2000,6,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1995,2001,7,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1995,2002,8,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1995,2003,9,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1995,2004,10,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1996,1996,1,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1996,1997,2,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1996,1998,3,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1996,1999,4,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1996,2000,5,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1996,2001,6,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1996,2002,7,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1996,2003,8,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1996,2004,9,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1996,2005,10,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1997,1997,1,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1997,1998,2,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1997,1999,3,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1997,2000,4,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1997,2001,5,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1997,2002,6,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1997,2003,7,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1997,2004,8,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1997,2005,9,0,0,0,0,0,0,1,0
40800,American Sterling Ins Co,1997,2006,10,0,0,0,0,0,0,1,0
41068,National Fire & Cas Co,1988,1988,1,154,0,141,317,131,186,1,666
41068,National Fire & Cas Co,1988,1989,2,85,5,71,317,131,186,1,666
41068,National Fire & Cas Co,1988,1990,3,66,16,6,317,131,186,1,666
41068,National Fire & Cas Co,1988,1991,4,70,48,4,317,131,186,1,666
41068,National Fire & Cas Co,1988,1992,5,76,60,3,317,131,186,1,666
41068,National Fire & Cas Co,1988,1993,6,70,59,1,317,131,186,1,666
41068,National Fire & Cas Co,1988,1994,7,86,60,1,317,131,186,1,666
41068,National Fire & Cas Co,1988,1995,8,70,60,1,317,131,186,1,666
41068,National Fire & Cas Co,1988,1996,9,70,61,0,317,131,186,1,666
41068,National Fire & Cas Co,1988,1997,10,70,70,0,317,131,186,1,666
41068,National Fire & Cas Co,1989,1989,1,301,12,150,403,168,235,1,666
41068,National Fire & Cas Co,1989,1990,2,214,27,74,403,168,235,1,666
41068,National Fire & Cas Co,1989,1991,3,198,62,78,403,168,235,1,666
41068,National Fire & Cas Co,1989,1992,4,123,94,5,403,168,235,1,666
41068,National Fire & Cas Co,1989,1993,5,131,105,4,403,168,235,1,666
41068,National Fire & Cas Co,1989,1994,6,135,111,2,403,168,235,1,666
41068,National Fire & Cas Co,1989,1995,7,128,110,1,403,168,235,1,666
41068,National Fire & Cas Co,1989,1996,8,128,111,1,403,168,235,1,666
