GRCODE,GRNAME,AccidentYear,DevelopmentYear,DevelopmentLag,IncurLoss_R1,CumPaidLoss_R1,BulkLoss_R1,EarnedPremDIR_R1,EarnedPremCeded_R1,EarnedPremNet_R1,Single,PostedReserve97_R1
16446,Farmers Ins Co of Flemington,1995,2002,8,0,0,0,120,22,98,1,4
16446,Farmers Ins Co of Flemington,1995,2003,9,0,0,0,120,22,98,1,4
16446,Farmers Ins Co of Flemington,1995,2004,10,0,0,0,120,22,98,1,4
16446,Farmers Ins Co of Flemington,1996,1996,1,0,0,0,101,23,78,1,4
16446,Farmers Ins Co of Flemington,1996,1997,2,0,0,0,101,23,78,1,4
16446,Farmers Ins Co of Flemington,1996,1998,3,0,0,0,101,23,78,1,4
16446,Farmers Ins Co of Flemington,1996,1999,4,0,0,0,101,23,78,1,4
16446,Farmers Ins Co of Flemington,1996,2000,5,0,0,0,101,23,78,1,4
16446,Farmers Ins Co of Flemington,1996,2001,6,0,0,0,101,23,78,1,4
16446,Farmers Ins Co of Flemington,1996,2002,7,0,0,0,101,23,78,1,4
16446,Farmers Ins Co of Flemington,1996,2003,8,0,0,0,101,23,78,1,4
16446,Farmers Ins Co of Flemington,1996,2004,9,0,0,0,101,23,78,1,4
16446,Farmers Ins Co of Flemington,1996,2005,10,0,0,0,101,23,78,1,4
16446,Farmers Ins Co of Flemington,1997,1997,1,0,0,0,108,22,86,1,4
16446,Farmers Ins Co of Flemington,1997,1998,2,0,0,0,108,22,86,1,4
16446,Farmers Ins Co of Flemington,1997,1999,3,0,0,0,108,22,86,1,4
16446,Farmers Ins Co of Flemington,1997,2000,4,0,0,0,108,22,86,1,4
16446,Farmers Ins Co of Flemington,1997,2001,5,0,0,0,108,22,86,1,4
16446,Farmers Ins Co of Flemington,1997,2002,6,0,0,0,108,22,86,1,4
16446,Farmers Ins Co of Flemington,1997,2003,7,0,0,0,108,22,86,1,4
16446,Farmers Ins Co of Flemington,1997,2004,8,0,0,0,108,22,86,1,4
16446,Farmers Ins Co of Flemington,1997,2005,9,0,0,0,108,22,86,1,4
16446,Farmers Ins Co of Flemington,1997,2006,10,0,0,0,108,22,86,1,4
17884,German Mut Ins Co,1988,1988,1,0,0,0,7,0,7,1,0
17884,German Mut Ins Co,1988,1989,2,0,0,0,7,0,7,1,0
17884,German Mut Ins Co,1988,1990,3,0,0,0,7,0,7,1,0
17884,German Mut Ins Co,1988,1991,4,0,0,0,7,0,7,1,0
17884,German Mut Ins Co,1988,1992,5,0,0,0,7,0,7,1,0
17884,German Mut Ins Co,1988,1993,6,0,0,0,7,0,7,1,0
17884,German Mut Ins Co,1988,1994,7,0,0,0,7,0,7,1,0
17884,German Mut Ins Co,1988,1995,8,0,0,0,7,0,7,1,0
17884,German Mut Ins Co,1988,1996,9,0,0,0,7,0,7,1,0
17884,German Mut Ins Co,1988,1997,10,0,0,0,7,0,7,1,0
17884,German Mut Ins Co,1989,1989,1,0,0,0,24,0,24,1,0
17884,German Mut Ins Co,1989,1990,2,0,0,0,24,0,24,1,0
17884,German Mut Ins Co,1989,1991,3,0,0,0,24,0,24,1,0
17884,German Mut Ins Co,1989,1992,4,0,0,0,24,0,24,1,0
17884,German Mut Ins Co,1989,1993,5,0,0,0,24,0,24,1,0
17884,German Mut Ins Co,1989,1994,6,0,0,0,24,0,24,1,0
17884,German Mut Ins Co,1989,1995,7,0,0,0,24,0,24,1,0
17884,German Mut Ins Co,1989,1996,8,0,0,0,24,0,24,1,0
17884,German Mut Ins Co,1989,1997,9,0,0,0,24,0,24,1,0
17884,German Mut Ins Co,1989,1998,10,0,0,0,24,0,24,1,0
17884,German Mut Ins Co,1990,1990,1,0,0,0,32,7,25,1,0
17884,German Mut Ins Co,1990,1991,2,0,0,0,32,7,25,1,0
17884,German Mut Ins Co,1990,1992,3,0,0,0,32,7,25,1,0
17884,German Mut Ins Co,1990,1993,4,0,0,0,32,7,25,1,0
17884,German Mut Ins Co,1990,1994,5,0,0,0,32,7,25,1,0
17884,German Mut Ins Co,1990,1995,6,0,0,0,32,7,25,1,0
17884,German Mut Ins Co,1990,1996,7,0,0,0,32,7,25,1,0
17884,German Mut Ins Co,1990,1997,8,0,0,0,32,7,25,1,0
17884,German Mut Ins Co,1990,1998,9,0,0,0,32,7,25,1,0
17884,German Mut Ins Co,1990,1999,10,0,0,0,32,7,25,1,0
17884,German Mut Ins Co,1991,1991,1,0,0,0,33,10,23,1,0
17884,German Mut Ins Co,1991,1992,2,0,0,0,33,10,23,1,0
17884,German Mut Ins Co,1991,1993,3,0,0,0,33,10,23,1,0
17884,German Mut Ins Co,1991,1994,4,0,0,0,33,10,23,1,0
17884,German Mut Ins Co,1991,1995,5,0,0,0,33,10,23,1,0
17884,German Mut Ins Co,1991,1996,6,0,0,0,33,10,23,1,0
17884,German Mut Ins Co,1991,1997,7,0,0,0,33,10,23,1,0
17884,German Mut Ins Co,1991,1998,8,0,0,0,33,10,23,1,0
17884,German Mut Ins Co,1991,1999,9,0,0,0,33,10,23,1,0
17884,German Mut Ins Co,1991,2000,10,0,0,0,33,10,23,1,0
17884,German Mut Ins Co,1992,1992,1,0,0,0,39,0,39,1,0
17884,German Mut Ins Co,1992,1993,2,0,0,0,39,0,39,1,0
17884,German Mut Ins Co,1992,1994,3,0,0,0,39,0,39,1,0
17884,German Mut Ins Co,1992,1995,4,0,0,0,39,0,39,1,0
17884,German Mut Ins Co,1992,1996,5,0,0,0,39,0,39,1,0
17884,German Mut Ins Co,1992,1997,6,0,0,0,39,0,39,1,0
17884,German Mut Ins Co,1992,1998,7,0,0,0,39,0,39,1,0
17884,German Mut Ins Co,1992,1999,8,0,0,0,39,0,39,1,0
17884,German Mut Ins Co,1992,2000,9,0,0,0,39,0,39,1,0
17884,German Mut Ins Co,1992,2001,10,0,0,0,39,0,39,1,0
17884,German Mut Ins Co,1993,1993,1,0,0,0,40,7,33,1,0
17884,German Mut Ins Co,1993,1994,2,0,0,0,40,7,33,1,0
17884,German Mut Ins Co,1993,1995,3,0,0,0,40,7,33,1,0
17884,German Mut Ins Co,1993,1996,4,0,0,0,40,7,33,1,0
17884,German Mut Ins Co,1993,1997,5,0,0,0,40,7,33,1,0
17884,German Mut Ins Co,1993,1998,6,0,0,0,40,7,33,1,0
17884,German Mut Ins Co,1993,1999,7,0,0,0,40,7,33,1,0
17884,German Mut Ins Co,1993,2000,8,0,0,0,40,7,33,1,0
17884,German Mut Ins Co,1993,2001,9,0,0,0,40,7,33,1,0
17884,German Mut Ins Co,1993,2002,10,0,0,0,40,7,33,1,0
17884,German Mut Ins Co,1994,1994,1,0,0,0,29,1,28,1,0
17884,German Mut Ins Co,1994,1995,2,0,0,0,29,1,28,1,0
17884,German Mut Ins Co,1994,1996,3,0,0,0,29,1,28,1,0
17884,German Mut Ins Co,1994,1997,4,0,0,0,29,1,28,1,0
17884,German Mut Ins Co,1994,1998,5,0,0,0,29,1,28,1,0
17884,German Mut Ins Co,1994,1999,6,0,0,0,29,1,28,1,0
17884,German Mut Ins Co,1994,2000,7,0,0,0,29,1,28,1,0
17884,German Mut Ins Co,1994,2001,8,0,0,0,29,1,28,1,0
17884,German Mut Ins Co,1994,2002,9,0,0,0,29,1,28,1,0
17884,German Mut Ins Co,1994,2003,10,0,0,0,29,1,28,1,0
17884,German Mut Ins Co,1995,1995,1,0,0,0,31,8,23,1,0
17884,German Mut Ins Co,1995,1996,2,0,0,0,31,8,23,1,0
17884,German Mut Ins Co,1995,1997,3,0,0,0,31,8,23,1,0
17884,German Mut Ins Co,1995,1998,4,0,0,0,31,8,23,1,0
17884,German Mut Ins Co,1995,1999,5,0,0,0,31,8,23,1,0
17884,German Mut Ins Co,1995,2000,6,0,0,0,31,8,23,1,0
17884,German Mut Ins Co,1995,2001,7,0,0,0,31,8,23,1,0
17884,German Mut Ins Co,1995,2002,8,0,0,0,31,8,23,1,0
17884,German Mut Ins Co,1995,2003,9,0,0,0,31,8,23,1,0
17884,German Mut Ins Co,1995,2004,10,0,0,0,31,8,23,1,0
17884,German Mut Ins Co,1996,1996,1,0,0,0,34,8,26,1,0
17884,German Mut Ins Co,1996,1997,2,0,0,0,34,8,26,1,0
17884,German Mut Ins Co,1996,1998,3,0,0,0,34,8,26,1,0
17884,German Mut Ins Co,1996,1999,4,0,0,0,34,8,26,1,0
17884,German Mut Ins Co,1996,2000,5,0,0,0,34,8,26,1,0
17884,German Mut Ins Co,1996,2001,6,0,0,0,34,8,26,1,0
17884,German Mut Ins Co,1996,2002,7,0,0,0,34,8,26,1,0
17884,German Mut Ins Co,1996,2003,8,0,0,0,34,8,26,1,0
17884,German Mut Ins Co,1996,2004,9,0,0,0,34,8,26,1,0
17884,German Mut Ins Co,1996,2005,10,0,0,0,34,8,26,1,0
17884,German Mut Ins Co,1997,1997,1,0,0,0,29,5,24,1,0
17884,German Mut Ins Co,1997,1998,2,0,0,0,29,5,24,1,0
17884,German Mut Ins Co,1997,1999,3,0,0,0,29,5,24,1,0
17884,German Mut Ins Co,1997,2000,4,0,0,0,29,5,24,1,0
17884,German Mut Ins Co,1997,2001,5,0,0,0,29,5,24,1,0
17884,German Mut Ins Co,1997,2002,6,0,0,0,29,5,24,1,0
17884,German Mut Ins Co,1997,2003,7,0,0,0,29,5,24,1,0
17884,German Mut Ins Co,1997,2004,8,0,0,0,29,5,24,1,0
17884,German Mut Ins Co,1997,2005,9,0,0,0,29,5,24,1,0
17884,German Mut Ins Co,1997,2006,10,0,0,0,29,5,24,1,0
18163,Cooperativa D Seguros Multiples PR,1988,1988,1,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1988,1989,2,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1988,1990,3,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1988,1991,4,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1988,1992,5,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1988,1993,6,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1988,1994,7,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1988,1995,8,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1988,1996,9,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1988,1997,10,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1989,1989,1,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1989,1990,2,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1989,1991,3,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1989,1992,4,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1989,1993,5,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1989,1994,6,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1989,1995,7,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1989,1996,8,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1989,1997,9,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1989,1998,10,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1990,1990,1,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1990,1991,2,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1990,1992,3,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1990,1993,4,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1990,1994,5,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1990,1995,6,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1990,1996,7,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1990,1997,8,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1990,1998,9,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1990,1999,10,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1991,1991,1,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1991,1992,2,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1991,1993,3,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1991,1994,4,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1991,1995,5,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1991,1996,6,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1991,1997,7,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1991,1998,8,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1991,1999,9,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1991,2000,10,0,0,0,0,0,0,1,0
18163,Cooperativa D Seguros Multiples PR,1992,1992,1,0,0,0,7,0,7,1,0
18163,Cooperativa D Seguros Multiples PR,1992,1993,2,0,0,0,7,0,7,1,0
18163,Cooperativa D Seguros Multiples PR,1992,1994,3,0,0,0,7,0,7,1,0
18163,Cooperativa D Seguros Multiples PR,1992,1995,4,0,0,0,7,0,7,1,0
18163,Cooperativa D Seguros Multiples PR,1992,1996,5,0,0,0,7,0,7,1,0
18163,Cooperativa D Seguros Multiples PR,1992,1997,6,0,0,0,7,0,7,1,0
18163,Cooperativa D Seguros Multiples PR,1992,1998,7,0,0,0,7,0,7,1,0
18163,Cooperativa D Seguros Multiples PR,1992,1999,8,0,0,0,7,0,7,1,0
18163,Cooperativa D Seguros Multiples PR,1992,2000,9,0,0,0,7,0,7,1,0
18163,Cooperativa D Seguros Multiples PR,1992,2001,10,0,0,0,7,0,7,1,0
18163,Cooperativa D Seguros Multiples PR,1993,1993,1,0,0,0,45,0,45,1,0
18163,Cooperativa D Seguros Multiples PR,1993,1994,2,0,0,0,45,0,45,1,0
18163,Cooperativa D Seguros Multiples PR,1993,1995,3,0,0,0,45,0,45,1,0
18163,Cooperativa D Seguros Multiples PR,1993,1996,4,0,0,0,45,0,45,1,0
18163,Cooperativa D Seguros Multiples PR,1993,1997,5,0,0,0,45,0,45,1,0
18163,Cooperativa D Seguros Multiples PR,1993,1998,6,0,0,0,45,0,45,1,0
18163,Cooperativa D Seguros Multiples PR,1993,1999,7,0,0,0,45,0,45,1,0
18163,Cooperativa D Seguros Multiples PR,1993,2000,8,0,0,0,45,0,45,1,0
18163,Cooperativa D Seguros Multiples PR,1993,2001,9,0,0,0,45,0,45,1,0
18163,Cooperativa D Seguros Multiples PR,1993,2002,10,0,0,0,45,0,45,1,0
18163,Cooperativa D Seguros Multiples PR,1994,1994,1,0,0,0,62,0,62,1,0
18163,Cooperativa D Seguros Multiples PR,1994,1995,2,0,0,0,62,0,62,1,0
18163,Cooperativa D Seguros Multiples PR,1994,1996,3,0,0,0,62,0,62,1,0
18163,Cooperativa D Seguros Multiples PR,1994,1997,4,0,0,0,62,0,62,1,0
18163,Cooperativa D Seguros Multiples PR,1994,1998,5,0,0,0,62,0,62,1,0
18163,Cooperativa D Seguros Multiples PR,1994,1999,6,0,0,0,62,0,62,1,0
18163,Cooperativa D Seguros Multiples PR,1994,2000,7,0,0,0,62,0,62,1,0
18163,Cooperativa D Seguros Multiples PR,1994,2001,8,0,0,0,62,0,62,1,0
18163,Cooperativa D Seguros Multiples PR,1994,2002,9,0,0,0,62,0,62,1,0
18163,Cooperativa D Seguros Multiples PR,1994,2003,10,0,0,0,62,0,62,1,0
18163,Cooperativa D Seguros Multiples PR,1995,1995,1,0,0,0,106,2,104,1,0
18163,Cooperativa D Seguros Multiples PR,1995,1996,2,0,0,0,106,2,104,1,0
18163,Cooperativa D Seguros Multiples PR,1995,1997,3,0,0,0,106,2,104,1,0
18163,Cooperativa D Seguros Multiples PR,1995,1998,4,0,0,0,106,2,104,1,0
18163,Cooperativa D Seguros Multiples PR,1995,1999,5,0,0,0,106,2,104,1,0
18163,Cooperativa D Seguros Multiples PR,1995,2000,6,0,0,0,106,2,104,1,0
18163,Cooperativa D Seguros Multiples PR,1995,2001,7,0,0,0,106,2,104,1,0
18163,Cooperativa D Seguros Multiples PR,1995,2002,8,0,0,0,106,2,104,1,0
18163,Cooperativa D Seguros Multiples PR,1995,2003,9,0,0,0,106,2,104,1,0
18163,Cooperativa D Seguros Multiples PR,1995,2004,10,0,0,0,106,2,104,1,0
18163,Cooperativa D Seguros Multiples PR,1996,1996,1,0,0,0,212,3,209,1,0
18163,Cooperativa D Seguros Multiples PR,1996,1997,2,0,0,0,212,3,209,1,0
18163,Cooperativa D Seguros Multiples PR,1996,1998,3,0,0,0,212,3,209,1,0
18163,Cooperativa D Seguros Multiples PR,1996,1999,4,0,0,0,212,3,209,1,0
18163,Cooperativa D Seguros Multiples PR,1996,2000,5,0,0,0,212,3,209,1,0
18163,Cooperativa D Seguros Multiples PR,1996,2001,6,0,0,0,212,3,209,1,0
18163,Cooperativa D Seguros Multiples PR,1996,2002,7,0,0,0,212,3,209,1,0
18163,Cooperativa D Seguros Multiples PR,1996,2003,8,0,0,0,212,3,209,1,0
18163,Cooperativa D Seguros Multiples PR,1996,2004,9,0,0,0,212,3,209,1,0
18163,Cooperativa D Seguros Multiples PR,1996,2005,10,0,0,0,212,3,209,1,0
18163,Cooperativa D Seguros Multiples PR,1997,1997,1,0,0,0,211,3,208,1,0
18163,Cooperativa D Seguros Multiples PR,1997,1998,2,0,0,0,211,3,208,1,0
18163,Cooperativa D Seguros Multiples PR,1997,1999,3,0,0,0,211,3,208,1,0
18163,Cooperativa D Seguros Multiples PR,1997,2000,4,0,0,0,211,3,208,1,0
18163,Cooperativa D Seguros Multiples PR,1997,2001,5,0,0,0,211,3,208,1,0
18163,Cooperativa D Seguros Multiples PR,1997,2002,6,0,0,0,211,3,208,1,0
18163,Cooperativa D Seguros Multiples PR,1997,2003,7,0,0,0,211,3,208,1,0
18163,Cooperativa D Seguros Multiples PR,1997,2004,8,0,0,0,211,3,208,1,0
18163,Cooperativa D Seguros Multiples PR,1997,2005,9,0,0,0,211,3,208,1,0
18163,Cooperativa D Seguros Multiples PR,1997,2006,10,0,0,0,211,3,208,1,0
18309,Pioneer State Mut Ins Co,1988,1988,1,0,0,0,47,8,39,1,12
18309,Pioneer State Mut Ins Co,1988,1989,2,0,0,0,47,8,39,1,12
18309,Pioneer State Mut Ins Co,1988,1990,3,0,0,0,47,8,39,1,12
18309,Pioneer State Mut Ins Co,1988,1991,4,0,0,0,47,8,39,1,12
18309,Pioneer State Mut Ins Co,1988,1992,5,0,0,0,47,8,39,1,12
18309,Pioneer State Mut Ins Co,1988,1993,6,0,0,0,47,8,39,1,12
18309,Pioneer State Mut Ins Co,1988,1994,7,0,0,0,47,8,39,1,12
18309,Pioneer State Mut Ins Co,1988,1995,8,0,0,0,47,8,39,1,12
18309,Pioneer State Mut Ins Co,1988,1996,9,0,0,0,47,8,39,1,12
18309,Pioneer State Mut Ins Co,1988,1997,10,0,0,0,47,8,39,1,12
18309,Pioneer State Mut Ins Co,1989,1989,1,0,0,0,56,7,49,1,12
18309,Pioneer State Mut Ins Co,1989,1990,2,0,0,0,56,7,49,1,12
18309,Pioneer State Mut Ins Co,1989,1991,3,0,0,0,56,7,49,1,12
18309,Pioneer State Mut Ins Co,1989,1992,4,0,0,0,56,7,49,1,12
18309,Pioneer State Mut Ins Co,1989,1993,5,0,0,0,56,7,49,1,12
18309,Pioneer State Mut Ins Co,1989,1994,6,0,0,0,56,7,49,1,12
18309,Pioneer State Mut Ins Co,1989,1995,7,0,0,0,56,7,49,1,12
18309,Pioneer State Mut Ins Co,1989,1996,8,0,0,0,56,7,49,1,12
18309,Pioneer State Mut Ins Co,1989,1997,9,0,0,0,56,7,49,1,12
18309,Pioneer State Mut Ins Co,1989,1998,10,0,0,0,56,7,49,1,12
18309,Pioneer State Mut Ins Co,1990,1990,1,0,0,0,69,9,60,1,12
18309,Pioneer State Mut Ins Co,1990,1991,2,0,0,0,69,9,60,1,12
18309,Pioneer State Mut Ins Co,1990,1992,3,0,0,0,69,9,60,1,12
18309,Pioneer State Mut Ins Co,1990,1993,4,0,0,0,69,9,60,1,12
18309,Pioneer State Mut Ins Co,1990,1994,5,0,0,0,69,9,60,1,12
18309,Pioneer State Mut Ins Co,1990,1995,6,0,0,0,69,9,60,1,12
18309,Pioneer State Mut Ins Co,1990,1996,7,0,0,0,69,9,60,1,12
18309,Pioneer State Mut Ins Co,1990,1997,8,0,0,0,69,9,60,1,12
18309,Pioneer State Mut Ins Co,1990,1998,9,0,0,0,69,9,60,1,12
18309,Pioneer State Mut Ins Co,1990,1999,10,0,0,0,69,9,60,1,12
18309,Pioneer State Mut Ins Co,1991,1991,1,0,0,0,82,10,72,1,12
18309,Pioneer State Mut Ins Co,1991,1992,2,0,0,0,82,10,72,1,12
18309,Pioneer State Mut Ins Co,1991,1993,3,0,0,0,82,10,72,1,12
18309,Pioneer State Mut Ins Co,1991,1994,4,0,0,0,82,10,72,1,12
18309,Pioneer State Mut Ins Co,1991,1995,5,0,0,0,82,10,72,1,12
18309,Pioneer State Mut Ins Co,1991,1996,6,0,0,0,82,10,72,1,12
18309,Pioneer State Mut Ins Co,1991,1997,7,0,0,0,82,10,72,1,12
18309,Pioneer State Mut Ins Co,1991,1998,8,0,0,0,82,10,72,1,12
18309,Pioneer State Mut Ins Co,1991,1999,9,0,0,0,82,10,72,1,12
18309,Pioneer State Mut Ins Co,1991,2000,10,0,0,0,82,10,72,1,12
18309,Pioneer State Mut Ins Co,1992,1992,1,0,0,0,97,13,84,1,12
18309,Pioneer State Mut Ins Co,1992,1993,2,0,0,0,97,13,84,1,12
18309,Pioneer State Mut Ins Co,1992,1994,3,0,0,0,97,13,84,1,12
18309,Pioneer State Mut Ins Co,1992,1995,4,0,0,0,97,13,84,1,12
18309,Pioneer State Mut Ins Co,1992,1996,5,0,0,0,97,13,84,1,12
18309,Pioneer State Mut Ins Co,1992,1997,6,0,0,0,97,13,84,1,12
18309,Pioneer State Mut Ins Co,1992,1998,7,0,0,0,97,13,84,1,12
18309,Pioneer State Mut Ins Co,1992,1999,8,0,0,0,97,13,84,1,12
18309,Pioneer State Mut Ins Co,1992,2000,9,0,0,0,97,13,84,1,12
18309,Pioneer State Mut Ins Co,1992,2001,10,0,0,0,97,13,84,1,12
18309,Pioneer State Mut Ins Co,1993,1993,1,7,1,0,135,16,119,1,12
18309,Pioneer State Mut Ins Co,1993,1994,2,5,3,0,135,16,119,1,12
18309,Pioneer State Mut Ins Co,1993,1995,3,5,3,2,135,16,119,1,12
18309,Pioneer State Mut Ins Co,1993,1996,4,3,3,0,135,16,119,1,12
18309,Pioneer State Mut Ins Co,1993,1997,5,3,3,0,135,16,119,1,12
18309,Pioneer State Mut Ins Co,1993,1998,6,3,3,0,135,16,119,1,12
18309,Pioneer State Mut Ins Co,1993,1999,7,3,3,0,135,16,119,1,12
18309,Pioneer State Mut Ins Co,1993,2000,8,3,3,0,135,16,119,1,12
18309,Pioneer State Mut Ins Co,1993,2001,9,3,3,0,135,16,119,1,12
18309,Pioneer State Mut Ins Co,1993,2002,10,3,3,0,135,16,119,1,12
18309,Pioneer State Mut Ins Co,1994,1994,1,27,5,3,142,14,128,1,12
18309,Pioneer State Mut Ins Co,1994,1995,2,21,5,1,142,14,128,1,12
18309,Pioneer State Mut Ins Co,1994,1996,3,23,5,3,142,14,128,1,12
18309,Pioneer State Mut Ins Co,1994,1997,4,6,5,1,142,14,128,1,12
18309,Pioneer State Mut Ins Co,1994,1998,5,6,5,1,142,14,128,1,12
18309,Pioneer State Mut Ins Co,1994,1999,6,5,5,0,142,14,128,1,12
18309,Pioneer State Mut Ins Co,1994,2000,7,5,5,0,142,14,128,1,12
18309,Pioneer State Mut Ins Co,1994,2001,8,5,5,0,142,14,128,1,12
18309,Pioneer State Mut Ins Co,1994,2002,9,5,5,0,142,14,128,1,12
18309,Pioneer State Mut Ins Co,1994,2003,10,0,5,0,142,14,128,1,12
18309,Pioneer State Mut Ins Co,1995,1995,1,2,0,2,127,13,114,1,12
18309,Pioneer State Mut Ins Co,1995,1996,2,2,0,2,127,13,114,1,12
18309,Pioneer State Mut Ins Co,1995,1997,3,5,0,5,127,13,114,1,12
18309,Pioneer State Mut Ins Co,1995,1998,4,1,0,1,127,13,114,1,12
18309,Pioneer State Mut Ins Co,1995,1999,5,0,0,0,127,13,114,1,12
18309,Pioneer State Mut Ins Co,1995,2000,6,0,0,0,127,13,114,1,12
18309,Pioneer State Mut Ins Co,1995,2001,7,0,0,0,127,13,114,1,12
18309,Pioneer State Mut Ins Co,1995,2002,8,0,0,0,127,13,114,1,12
18309,Pioneer State Mut Ins Co,1995,2003,9,0,0,0,127,13,114,1,12
18309,Pioneer State Mut Ins Co,1995,2004,10,0,0,0,127,13,114,1,12
18309,Pioneer State Mut Ins Co,1996,1996,1,4,0,4,-8,14,-22,1,12
18309,Pioneer State Mut Ins Co,1996,1997,2,2,0,2,-8,14,-22,1,12
18309,Pioneer State Mut Ins Co,1996,1998,3,1,0,1,-8,14,-22,1,12
18309,Pioneer State Mut Ins Co,1996,1999,4,0,0,0,-8,14,-22,1,12
18309,Pioneer State Mut Ins Co,1996,2000,5,0,0,0,-8,14,-22,1,12
18309,Pioneer State Mut Ins Co,1996,2001,6,0,0,0,-8,14,-22,1,12
18309,Pioneer State Mut Ins Co,1996,2002,7,0,0,0,-8,14,-22,1,12
18309,Pioneer State Mut Ins Co,1996,2003,8,0,0,0,-8,14,-22,1,12
18309,Pioneer State Mut Ins Co,1996,2004,9,0,0,0,-8,14,-22,1,12
18309,Pioneer State Mut Ins Co,1996,2005,10,0,0,0,-8,14,-22,1,12
18309,Pioneer State Mut Ins Co,1997,1997,1,1,0,1,-1,-2,1,1,12
18309,Pioneer State Mut Ins Co,1997,1998,2,2,0,2,-1,-2,1,1,12
18309,Pioneer State Mut Ins Co,1997,1999,3,0,0,0,-1,-2,1,1,12
18309,Pioneer State Mut Ins Co,1997,2000,4,0,0,0,-1,-2,1,1,12
18309,Pioneer State Mut Ins Co,1997,2001,5,0,0,0,-1,-2,1,1,12
18309,Pioneer State Mut Ins Co,1997,2002,6,0,0,0,-1,-2,1,1,12
18309,Pioneer State Mut Ins Co,1997,2003,7,0,0,0,-1,-2,1,1,12
18309,Pioneer State Mut Ins Co,1997,2004,8,0,0,0,-1,-2,1,1,12
18309,Pioneer State Mut Ins Co,1997,2005,9,0,0,0,-1,-2,1,1,12
18309,Pioneer State Mut Ins Co,1997,2006,10,0,0,0,-1,-2,1,1,12
18791,Virginia Mut Ins Co,1988,1988,1,44,16,0,206,81,125,1,22
18791,Virginia Mut Ins Co,1988,1989,2,36,30,0,206,81,125,1,22
18791,Virginia Mut Ins Co,1988,1990,3,87,50,0,206,81,125,1,22
18791,Virginia Mut Ins Co,1988,1991,4,70,70,0,206,81,125,1,22
18791,Virginia Mut Ins Co,1988,1992,5,70,70,0,206,81,125,1,22
18791,Virginia Mut Ins Co,1988,1993,6,70,70,0,206,81,125,1,22
18791,Virginia Mut Ins Co,1988,1994,7,70,70,0,206,81,125,1,22
18791,Virginia Mut Ins Co,1988,1995,8,70,70,0,206,81,125,1,22
18791,Virginia Mut Ins Co,1988,1996,9,70,70,0,206,81,125,1,22
18791,Virginia Mut Ins Co,1988,1997,10,70,70,0,206,81,125,1,22
18791,Virginia Mut Ins Co,1989,1989,1,52,20,0,168,78,90,1,22
